P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S14	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S15	S11	S09	0.230769	0.794984	0.426623	0.0067787	42	8	5
S16	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S17	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S18	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S19	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S13	S12	S09	0	3.04519e-314	nan	0	108	1	1
S14	S12	S09	0	3.04519e-314	nan	0	108	1	1
S15	S12	S09	0	3.04519e-314	nan	0	109	1	1
S16	S12	S09	0	3.04519e-314	nan	0	110	1	1
S17	S12	S09	0	3.04519e-314	nan	0	110	1	1
S18	S12	S09	0	3.04519e-314	nan	0	110	1	1
S19	S12	S09	0	3.04519e-314	nan	0	110	1	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S12	S11	S10	0.176471	0.728732	0.466165	0.00673212	46	10	7
S13	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S14	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S15	S11	S10	0.384615	1.58826	0.112227	0.0111701	46	9	4
S16	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S17	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S18	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S19	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S10	S13	S12	0.948276	1.17119e+166	nan	0.23088	0	113	3
S10	S14	S12	0.948276	1.17119e+166	nan	0.23088	0	113	3
S15	S12	S10	0.5	3.04519e-314	nan	0.00446803	114	3	1
S10	S16	S12	0.949153	1.17119e+166	nan	0.235078	0	115	3
S10	S17	S12	0.949153	1.17119e+166	nan	0.235078	0	115	3
S10	S18	S12	0.949153	1.17119e+166	nan	0.235078	0	115	3
S10	S19	S12	0.949153	1.17119e+166	nan	0.235078	0	115	3
						3.04519e-314			
S10	S13	S15	0.99005	3.0452e-314	nan	0.410045	0	200	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S10	S14	S15	0.991862	3.0452e-314	nan	0.502254	0	244.75	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S10	S16	S15	0.992248	1.17119e+166	nan	0.527495	0	257	1
S10	S17	S15	0.992366	1.17119e+166	nan	0.535737	0	261	1
S10	S18	S15	0.992315	1.17119e+166	nan	0.532131	0	259.25	1
S10	S19	S15	0.992395	1.17119e+166	nan	0.537798	0	262	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S13	S12	S11	0	3.04519e-314	nan	0	72	1	1
S14	S12	S11	0	3.04519e-314	nan	0	72	1	1
S12	S15	S11	0.333333	3.04519e-314	nan	0.00239916	73	2	1
S16	S12	S11	0	3.04519e-314	nan	0	74	1	1
S17	S12	S11	0	3.04519e-314	nan	0	74	1	1
S18	S12	S11	0	3.04519e-314	nan	0	74	1	1
S19	S12	S11	0	3.04519e-314	nan	0	74	1	1
						3.04519e-314			
S11	S13	S15	0.987421	3.0452e-314	nan	0.354152	0	158	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S11	S14	S15	0.990184	3.0452e-314	nan	0.455097	0	202.75	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S11	S16	S15	0.990741	1.17119e+166	nan	0.482729	0	215	1
S11	S17	S15	0.990909	1.17119e+166	nan	0.491752	0	219	1
S11	S18	S15	0.990836	1.17119e+166	nan	0.487805	0	217.25	1
S11	S19	S15	0.99095	1.17119e+166	nan	0.494008	0	220	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S14	S13	S12	0	3.04519e-314	nan	0	91	2	2
S13	S15	S12	0.142857	0.291606	0.770588	0.00272898	90	4	3
S13	S16	S12	0.333333	3.04519e-314	nan	0.00545796	90	4	2
S13	S17	S12	0.5	3.04519e-314	nan	0.00545796	91	3	1
S13	S18	S12	0.5	3.04519e-314	nan	0.00545796	90	3	1
S13	S19	S12	0.5	3.04519e-314	nan	0.00545796	91	3	1
S14	S15	S12	0.2	3.04519e-314	nan	0.00272898	133.75	3	2
S12	S14	S16	0.971781	3.0452e-314	nan	0.403811	0	139.75	2
S12	S14	S17	0.972174	3.0452e-314	nan	0.390704	0	141.75	2
S12	S14	S18	0.971831	3.0452e-314	nan	0.422665	0	140	2
S12	S14	S19	0.972028	3.0452e-314	nan	0.406507	0	141	2
S15	S16	S12	0.2	3.04519e-314	nan	0.00273645	145	3	2
S15	S17	S12	0.333333	3.04519e-314	nan	0.00273645	148	2	1
S15	S18	S12	0.333333	3.04519e-314	nan	0.00273645	146.25	2	1
S15	S19	S12	0.333333	3.04519e-314	nan	0.00273645	149	2	1
S17	S16	S12	0	3.04519e-314	nan	0	152.25	1	1
S18	S16	S12	0	3.04519e-314	nan	0	152	1	1
S19	S16	S12	0	3.04519e-314	nan	0	155	1	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S15	S14	S13	0.2	0.408248	0.683091	0.00710637	48.75	6	4
S16	S14	S13	0.333333	3.04519e-314	nan	0.00356586	52.75	2	1
S14	S17	S13	0.333333	3.04519e-314	nan	0.00357862	53.75	2	1
S18	S14	S13	0	3.04519e-314	nan	0	52	1	1
S14	S19	S13	0.333333	3.04519e-314	nan	0.00357862	53	2	1
S15	S16	S13	0.0909091	0.203279	0.838917	0.00355319	62	6	5
S15	S17	S13	0.428571	3.04519e-314	nan	0.0106596	63	5	2
S15	S18	S13	0.25	3.04519e-314	nan	0.00710637	62.25	5	3
S15	S19	S13	0.428571	3.04519e-314	nan	0.0106596	64	5	2
S16	S17	S13	0.5	3.04519e-314	nan	0.00713171	66.25	3	1
S16	S18	S13	0.333333	3.04519e-314	nan	0.00356586	66	2	1
S16	S19	S13	0.5	3.04519e-314	nan	0.00713171	69	3	1
S13	S18	S17	0.984615	1.17119e+166	nan	0.474623	0	129	1
						3.04519e-314			
S13	S18	S19	0.988897	3.0452e-314	nan	0.701452	0	179.125	1
S14	S15	S16	0.124088	0.503632	0.61452	0.0208974	7	19.25	15
S14	S15	S17	0.206612	0.884247	0.376563	0.0286779	2	18.25	12
S14	S15	S18	0.221239	1.03723	0.299628	0.0332005	2.75	17.25	11
S14	S15	S19	0.25	1.1193	0.263011	0.039421	2.75	20	12
S16	S17	S14	0.142857	0.47619	0.633939	0.0117647	19.5	8	6
S16	S18	S14	0.015873	0.0573926	0.954232	0.00147059	21	8	7.75
S16	S19	S14	0.0847458	0.292377	0.769998	0.00735294	23	8	6.75
S18	S17	S14	0.466667	3.04519e-314	nan	0.0103245	79	2.75	1
S19	S17	S14	0.272727	3.04519e-314	nan	0.00445104	82.75	1.75	1
S18	S19	S14	0.4	3.04519e-314	nan	0.00589971	128.875	1.75	0.75
S15	S16	S17	0.207921	0.749114	0.453788	0.0248007	6	15.25	10
S16	S18	S15	0.142857	0.47619	0.633939	0.00981194	15.75	9	6.75
S15	S16	S19	0.28	1.00881	0.313067	0.0359089	4	16	9
S18	S17	S15	0.28	3.04519e-314	nan	0.00770713	74	4	2.25
S17	S19	S15	0.2	3.04519e-314	nan	0.00443828	76.75	3	2
S18	S19	S15	0.578947	3.04519e-314	nan	0.0121112	122.875	3.75	1
S18	S17	S16	0.030303	3.04519e-314	nan	0.00131492	69	4.25	4
S17	S19	S16	0.407407	3.04519e-314	nan	0.0144832	71.5	4.75	2
S18	S19	S16	0.666667	3.04519e-314	nan	0.0157791	115.875	3.75	0.75
S18	S19	S17	0.223529	0.834409	0.404051	0.0335837	58.375	13	8.25
