P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S10	S13	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S14	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S15	S06	0.384615	1.18745	0.235049	0.0101368	44	9	4
S10	S16	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S17	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S18	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S19	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S12	S11	S06	0.333333	1	0.317311	0.00817578	81	8	4
S13	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S14	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S15	S11	S06	0.272727	0.782083	0.434166	0.00614439	81	7	4
S16	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S17	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S18	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S19	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S12	S13	S06	1	3.04519e-314	nan	0.00204394	148	1	0
S12	S14	S06	1	3.04519e-314	nan	0.00204394	148	1	0
S12	S15	S06	1	3.04519e-314	nan	0.00204394	149	1	0
S12	S16	S06	1	3.04519e-314	nan	0.00204394	150	1	0
S12	S17	S06	1	3.04519e-314	nan	0.00204394	150	1	0
S12	S18	S06	1	3.04519e-314	nan	0.00204394	150	1	0
S12	S19	S06	1	3.04519e-314	nan	0.00204394	150	1	0
S13	S14	S06	nan	3.04519e-314	nan	0	236	0	0
S13	S15	S06	nan	3.04519e-314	nan	0	234	0	0
S13	S16	S06	nan	3.04519e-314	nan	0	235	0	0
S13	S17	S06	nan	3.04519e-314	nan	0	237	0	0
S13	S18	S06	nan	3.04519e-314	nan	0	236	0	0
S13	S19	S06	nan	3.04519e-314	nan	0	237	0	0
S14	S15	S06	nan	3.04519e-314	nan	0	278.75	0	0
S14	S16	S06	nan	3.04519e-314	nan	0	286.75	0	0
S14	S17	S06	nan	3.04519e-314	nan	0	288.75	0	0
S14	S18	S06	nan	3.04519e-314	nan	0	287	0	0
S14	S19	S06	nan	3.04519e-314	nan	0	288	0	0
S15	S16	S06	nan	3.04519e-314	nan	0	291	0	0
S15	S17	S06	nan	3.04519e-314	nan	0	295	0	0
S15	S18	S06	nan	3.04519e-314	nan	0	293.25	0	0
S15	S19	S06	nan	3.04519e-314	nan	0	296	0	0
S16	S17	S06	nan	3.04519e-314	nan	0	300.25	0	0
S16	S18	S06	nan	3.04519e-314	nan	0	300	0	0
S16	S19	S06	nan	3.04519e-314	nan	0	303	0	0
S17	S18	S06	nan	3.04519e-314	nan	0	365	0	0
S17	S19	S06	nan	3.04519e-314	nan	0	369.75	0	0
S18	S19	S06	nan	3.04519e-314	nan	0	415.125	0	0
S09	S08	S07	0	3.04519e-314	nan	0	93	3	3
S10	S08	S07	0.5	1.18585	0.23568	0.00788372	82	6	2
S08	S11	S07	0.4	1.09301	0.27439	0.00794636	51	7	3
S12	S08	S07	0	0	1	0	47	6	6
S08	S13	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S14	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S15	S07	0.0909091	0.262234	0.793141	0.00198659	47	6	5
S08	S16	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S17	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S18	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S19	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S10	S09	S07	0.4	1.11261	0.265877	0.00788372	87	7	3
S09	S11	S07	0.333333	1.18507	0.23599	0.00794636	48	8	4
S12	S09	S07	0	0	1	0	46	5	5
S09	S13	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S14	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S15	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S16	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S17	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S18	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S19	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S10	S11	S07	0.571429	2.3597	0.0182895	0.0157674	48	11	3
S10	S12	S07	0.333333	1.02913	0.30342	0.00788372	46	8	4
S10	S13	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S14	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S15	S07	0.384615	1.18745	0.235049	0.00985464	44	9	4
S10	S16	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S17	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S18	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S19	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S12	S11	S07	0.333333	1	0.317311	0.00794636	81	8	4
S13	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S14	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S15	S11	S07	0.272727	0.782083	0.434166	0.00597163	81	7	4
S16	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S17	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S18	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S19	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S12	S13	S07	1	3.04519e-314	nan	0.00198659	148	1	0
S12	S14	S07	1	3.04519e-314	nan	0.00198659	148	1	0
S12	S15	S07	1	3.04519e-314	nan	0.00198659	149	1	0
S12	S16	S07	1	3.04519e-314	nan	0.00198659	150	1	0
S12	S17	S07	1	3.04519e-314	nan	0.00198659	150	1	0
S12	S18	S07	1	3.04519e-314	nan	0.00198659	150	1	0
S12	S19	S07	1	3.04519e-314	nan	0.00198659	150	1	0
S13	S14	S07	nan	3.04519e-314	nan	0	236	0	0
S13	S15	S07	nan	3.04519e-314	nan	0	234	0	0
S13	S16	S07	nan	3.04519e-314	nan	0	235	0	0
S13	S17	S07	nan	3.04519e-314	nan	0	237	0	0
S13	S18	S07	nan	3.04519e-314	nan	0	236	0	0
S13	S19	S07	nan	3.04519e-314	nan	0	237	0	0
S14	S15	S07	nan	3.04519e-314	nan	0	278.75	0	0
S14	S16	S07	nan	3.04519e-314	nan	0	286.75	0	0
S14	S17	S07	nan	3.04519e-314	nan	0	288.75	0	0
S14	S18	S07	nan	3.04519e-314	nan	0	287	0	0
S14	S19	S07	nan	3.04519e-314	nan	0	288	0	0
S15	S16	S07	nan	3.04519e-314	nan	0	291	0	0
S15	S17	S07	nan	3.04519e-314	nan	0	295	0	0
S15	S18	S07	nan	3.04519e-314	nan	0	293.25	0	0
S15	S19	S07	nan	3.04519e-314	nan	0	296	0	0
S16	S17	S07	nan	3.04519e-314	nan	0	300.25	0	0
S16	S18	S07	nan	3.04519e-314	nan	0	300	0	0
S16	S19	S07	nan	3.04519e-314	nan	0	303	0	0
S17	S18	S07	nan	3.04519e-314	nan	0	365	0	0
S17	S19	S07	nan	3.04519e-314	nan	0	369.75	0	0
S18	S19	S07	nan	3.04519e-314	nan	0	415.125	0	0
S10	S09	S08	0.4375	2.26954	0.0232357	0.0344775	13	23	9
S09	S08	S11	0.4	1	0.317311	0.00889259	49	7	3
S08	S09	S12	0	0	1	0	55	6	6
S08	S09	S13	0	0	1	0	55	6	6
S08	S09	S14	0	0	1	0	55	6	6
S09	S08	S15	0.0769231	0.214033	0.830521	0.00208198	55	7	6
S08	S09	S16	0	0	1	0	55	6	6
S08	S09	S17	0	0	1	0	55	6	6
S08	S09	S18	0	0	1	0	55	6	6
S08	S09	S19	0	0	1	0	55	6	6
S10	S08	S11	0.636364	2.16471	0.0304102	0.0154589	37	9	2
S10	S08	S12	0.230769	0.692308	0.488744	0.00629673	43	8	5
S10	S08	S13	0.6	2.04101	0.04125	0.0124627	43	8	2
S10	S08	S14	0.6	2.04101	0.04125	0.0142012	43	8	2
S10	S08	S15	0.6	2.04101	0.04125	0.0123632	42	8	2
S10	S08	S16	0.6	2.04101	0.04125	0.0131543	43	8	2
S10	S08	S17	0.6	2.04101	0.04125	0.0126934	43	8	2
S10	S08	S18	0.6	2.04101	0.04125	0.01359	43	8	2
S10	S08	S19	0.6	2.04101	0.04125	0.0131309	43	8	2
S12	S11	S08	0.368421	1.43765	0.150533	0.0158708	42	13	6
S13	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S14	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S15	S11	S08	0.375	1.45763	0.144943	0.0136344	41	11	5
S16	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S17	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S18	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S19	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S13	S12	S08	0	3.04519e-314	nan	0	108	1	1
S14	S12	S08	0	3.04519e-314	nan	0	108	1	1
S12	S15	S08	0.333333	3.04519e-314	nan	0.00226725	109	2	1
S16	S12	S08	0	3.04519e-314	nan	0	110	1	1
S17	S12	S08	0	3.04519e-314	nan	0	110	1	1
S18	S12	S08	0	3.04519e-314	nan	0	110	1	1
S19	S12	S08	0	3.04519e-314	nan	0	110	1	1
S13	S14	S08	nan	3.04519e-314	nan	0	196	0	0
S13	S15	S08	1	3.04519e-314	nan	0.00226725	194	1	0
S13	S16	S08	nan	3.04519e-314	nan	0	195	0	0
S13	S17	S08	nan	3.04519e-314	nan	0	197	0	0
S13	S18	S08	nan	3.04519e-314	nan	0	196	0	0
S13	S19	S08	nan	3.04519e-314	nan	0	197	0	0
S14	S15	S08	1	3.04519e-314	nan	0.00226725	238.75	1	0
S14	S16	S08	nan	3.04519e-314	nan	0	246.75	0	0
S14	S17	S08	nan	3.04519e-314	nan	0	248.75	0	0
S14	S18	S08	nan	3.04519e-314	nan	0	247	0	0
S14	S19	S08	nan	3.04519e-314	nan	0	248	0	0
S16	S15	S08	1	3.04519e-314	nan	0.00226725	251	1	0
S17	S15	S08	1	3.04519e-314	nan	0.00226725	255	1	0
S18	S15	S08	1	3.04519e-314	nan	0.00226725	253.25	1	0
S19	S15	S08	1	3.04519e-314	nan	0.00226725	256	1	0
S16	S17	S08	nan	3.04519e-314	nan	0	260.25	0	0
S16	S18	S08	nan	3.04519e-314	nan	0	260	0	0
S16	S19	S08	nan	3.04519e-314	nan	0	263	0	0
S17	S18	S08	nan	3.04519e-314	nan	0	325	0	0
S17	S19	S08	nan	3.04519e-314	nan	0	329.75	0	0
S18	S19	S08	nan	3.04519e-314	nan	0	375.125	0	0
S10	S09	S11	0.2	0.630126	0.528612	0.00662526	45	9	6
S10	S09	S12	0.176471	0.503651	0.614506	0.00629673	49	10	7
S10	S09	S13	0.428571	1.17108	0.241567	0.0124627	49	10	4
S10	S09	S14	0.428571	1.17108	0.241567	0.0142012	49	10	4
S10	S09	S15	0.333333	0.940127	0.347153	0.0103026	49	10	5
S10	S09	S16	0.428571	1.17108	0.241567	0.0131543	49	10	4
S10	S09	S17	0.428571	1.17108	0.241567	0.0126934	49	10	4
S10	S09	S18	0.428571	1.17108	0.241567	0.01359	49	10	4
S10	S09	S19	0.428571	1.17108	0.241567	0.0131309	49	10	4
S12	S11	S09	0.2	0.742781	0.457614	0.0067787	42	9	6
S13	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S14	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S15	S11	S09	0.230769	0.794984	0.426623	0.0067787	42	8	5
S16	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S17	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S18	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S19	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
S13	S12	S09	0	3.04519e-314	nan	0	108	1	1
S14	S12	S09	0	3.04519e-314	nan	0	108	1	1
S15	S12	S09	0	3.04519e-314	nan	0	109	1	1
S16	S12	S09	0	3.04519e-314	nan	0	110	1	1
S17	S12	S09	0	3.04519e-314	nan	0	110	1	1
S18	S12	S09	0	3.04519e-314	nan	0	110	1	1
S19	S12	S09	0	3.04519e-314	nan	0	110	1	1
S13	S14	S09	nan	3.04519e-314	nan	0	196	0	0
S13	S15	S09	nan	3.04519e-314	nan	0	194	0	0
S13	S16	S09	nan	3.04519e-314	nan	0	195	0	0
S13	S17	S09	nan	3.04519e-314	nan	0	197	0	0
S13	S18	S09	nan	3.04519e-314	nan	0	196	0	0
S13	S19	S09	nan	3.04519e-314	nan	0	197	0	0
S14	S15	S09	nan	3.04519e-314	nan	0	238.75	0	0
S14	S16	S09	nan	3.04519e-314	nan	0	246.75	0	0
S14	S17	S09	nan	3.04519e-314	nan	0	248.75	0	0
S14	S18	S09	nan	3.04519e-314	nan	0	247	0	0
S14	S19	S09	nan	3.04519e-314	nan	0	248	0	0
S15	S16	S09	nan	3.04519e-314	nan	0	251	0	0
S15	S17	S09	nan	3.04519e-314	nan	0	255	0	0
S15	S18	S09	nan	3.04519e-314	nan	0	253.25	0	0
S15	S19	S09	nan	3.04519e-314	nan	0	256	0	0
S16	S17	S09	nan	3.04519e-314	nan	0	260.25	0	0
S16	S18	S09	nan	3.04519e-314	nan	0	260	0	0
S16	S19	S09	nan	3.04519e-314	nan	0	263	0	0
S17	S18	S09	nan	3.04519e-314	nan	0	325	0	0
S17	S19	S09	nan	3.04519e-314	nan	0	329.75	0	0
S18	S19	S09	nan	3.04519e-314	nan	0	375.125	0	0
S12	S11	S10	0.176471	0.728732	0.466165	0.00673212	46	10	7
S13	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S14	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S15	S11	S10	0.384615	1.58826	0.112227	0.0111701	46	9	4
S16	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S17	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S18	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S19	S11	S10	0.428571	1.76978	0.076764	0.0133742	46	10	4
S13	S12	S10	1	3.04519e-314	nan	0.0066871	113	3	0
S14	S12	S10	1	3.04519e-314	nan	0.0066871	113	3	0
S15	S12	S10	0.5	3.04519e-314	nan	0.00446803	114	3	1
S16	S12	S10	1	3.04519e-314	nan	0.0066871	115	3	0
S17	S12	S10	1	3.04519e-314	nan	0.0066871	115	3	0
S18	S12	S10	1	3.04519e-314	nan	0.0066871	115	3	0
S19	S12	S10	1	3.04519e-314	nan	0.0066871	115	3	0
S13	S14	S10	nan	3.04519e-314	nan	0	202	0	0
S13	S15	S10	1	3.04519e-314	nan	0.00222903	200	1	0
S13	S16	S10	nan	3.04519e-314	nan	0	201	0	0
S13	S17	S10	nan	3.04519e-314	nan	0	203	0	0
S13	S18	S10	nan	3.04519e-314	nan	0	202	0	0
S13	S19	S10	nan	3.04519e-314	nan	0	203	0	0
S14	S15	S10	1	3.04519e-314	nan	0.00222903	244.75	1	0
S14	S16	S10	nan	3.04519e-314	nan	0	252.75	0	0
S14	S17	S10	nan	3.04519e-314	nan	0	254.75	0	0
S14	S18	S10	nan	3.04519e-314	nan	0	253	0	0
S14	S19	S10	nan	3.04519e-314	nan	0	254	0	0
S16	S15	S10	1	3.04519e-314	nan	0.00222903	257	1	0
S17	S15	S10	1	3.04519e-314	nan	0.00222903	261	1	0
S18	S15	S10	1	3.04519e-314	nan	0.00222903	259.25	1	0
S19	S15	S10	1	3.04519e-314	nan	0.00222903	262	1	0
S16	S17	S10	nan	3.04519e-314	nan	0	266.25	0	0
S16	S18	S10	nan	3.04519e-314	nan	0	266	0	0
S16	S19	S10	nan	3.04519e-314	nan	0	269	0	0
S17	S18	S10	nan	3.04519e-314	nan	0	331	0	0
S17	S19	S10	nan	3.04519e-314	nan	0	335.75	0	0
S18	S19	S10	nan	3.04519e-314	nan	0	381.125	0	0
S13	S12	S11	0	3.04519e-314	nan	0	72	1	1
S14	S12	S11	0	3.04519e-314	nan	0	72	1	1
S12	S15	S11	0.333333	3.04519e-314	nan	0.00239916	73	2	1
S16	S12	S11	0	3.04519e-314	nan	0	74	1	1
S17	S12	S11	0	3.04519e-314	nan	0	74	1	1
S18	S12	S11	0	3.04519e-314	nan	0	74	1	1
S19	S12	S11	0	3.04519e-314	nan	0	74	1	1
S13	S14	S11	nan	3.04519e-314	nan	0	160	0	0
S13	S15	S11	1	3.04519e-314	nan	0.00239916	158	1	0
S13	S16	S11	nan	3.04519e-314	nan	0	159	0	0
S13	S17	S11	nan	3.04519e-314	nan	0	161	0	0
S13	S18	S11	nan	3.04519e-314	nan	0	160	0	0
S13	S19	S11	nan	3.04519e-314	nan	0	161	0	0
S14	S15	S11	1	3.04519e-314	nan	0.00239916	202.75	1	0
S14	S16	S11	nan	3.04519e-314	nan	0	210.75	0	0
S14	S17	S11	nan	3.04519e-314	nan	0	212.75	0	0
S14	S18	S11	nan	3.04519e-314	nan	0	211	0	0
S14	S19	S11	nan	3.04519e-314	nan	0	212	0	0
S16	S15	S11	1	3.04519e-314	nan	0.00239916	215	1	0
S17	S15	S11	1	3.04519e-314	nan	0.00239916	219	1	0
S18	S15	S11	1	3.04519e-314	nan	0.00239916	217.25	1	0
S19	S15	S11	1	3.04519e-314	nan	0.00239916	220	1	0
S16	S17	S11	nan	3.04519e-314	nan	0	224.25	0	0
S16	S18	S11	nan	3.04519e-314	nan	0	224	0	0
S16	S19	S11	nan	3.04519e-314	nan	0	227	0	0
S17	S18	S11	nan	3.04519e-314	nan	0	289	0	0
S17	S19	S11	nan	3.04519e-314	nan	0	293.75	0	0
S18	S19	S11	nan	3.04519e-314	nan	0	339.125	0	0
S14	S13	S12	0	3.04519e-314	nan	0	91	2	2
S13	S15	S12	0.142857	0.291606	0.770588	0.00272898	90	4	3
S13	S16	S12	0.333333	3.04519e-314	nan	0.00545796	90	4	2
S13	S17	S12	0.5	3.04519e-314	nan	0.00545796	91	3	1
S13	S18	S12	0.5	3.04519e-314	nan	0.00545796	90	3	1
S13	S19	S12	0.5	3.04519e-314	nan	0.00545796	91	3	1
S14	S15	S12	0.2	3.04519e-314	nan	0.00272898	133.75	3	2
S14	S16	S12	1	3.04519e-314	nan	0.00545796	139.75	2	0
S14	S17	S12	1	3.04519e-314	nan	0.00545796	141.75	2	0
S14	S18	S12	1	3.04519e-314	nan	0.00545796	140	2	0
S14	S19	S12	1	3.04519e-314	nan	0.00545796	141	2	0
S15	S16	S12	0.2	3.04519e-314	nan	0.00273645	145	3	2
S15	S17	S12	0.333333	3.04519e-314	nan	0.00273645	148	2	1
S15	S18	S12	0.333333	3.04519e-314	nan	0.00273645	146.25	2	1
S15	S19	S12	0.333333	3.04519e-314	nan	0.00273645	149	2	1
S17	S16	S12	0	3.04519e-314	nan	0	152.25	1	1
S18	S16	S12	0	3.04519e-314	nan	0	152	1	1
S19	S16	S12	0	3.04519e-314	nan	0	155	1	1
S17	S18	S12	nan	3.04519e-314	nan	0	216	0	0
S17	S19	S12	nan	3.04519e-314	nan	0	220.75	0	0
S18	S19	S12	nan	3.04519e-314	nan	0	266.125	0	0
S15	S14	S13	0.2	0.408248	0.683091	0.00710637	48.75	6	4
S16	S14	S13	0.333333	3.04519e-314	nan	0.00356586	52.75	2	1
S14	S17	S13	0.333333	3.04519e-314	nan	0.00357862	53.75	2	1
S18	S14	S13	0	3.04519e-314	nan	0	52	1	1
S14	S19	S13	0.333333	3.04519e-314	nan	0.00357862	53	2	1
S15	S16	S13	0.0909091	0.203279	0.838917	0.00355319	62	6	5
S15	S17	S13	0.428571	3.04519e-314	nan	0.0106596	63	5	2
S15	S18	S13	0.25	3.04519e-314	nan	0.00710637	62.25	5	3
S15	S19	S13	0.428571	3.04519e-314	nan	0.0106596	64	5	2
S16	S17	S13	0.5	3.04519e-314	nan	0.00713171	66.25	3	1
S16	S18	S13	0.333333	3.04519e-314	nan	0.00356586	66	2	1
S16	S19	S13	0.5	3.04519e-314	nan	0.00713171	69	3	1
S18	S17	S13	1	3.04519e-314	nan	0.00357862	129	1	0
S17	S19	S13	nan	3.04519e-314	nan	0	132.75	0	0
S18	S19	S13	1	3.04519e-314	nan	0.00357862	179.125	1	0
S15	S16	S14	0.363636	1.32918	0.183788	0.0449438	19.25	15	7
S15	S17	S14	0.714286	3.03046	0.00244183	0.0561798	18.25	12	2
S15	S18	S14	0.6	2.47061	0.0134884	0.0463483	17.25	11	2.75
S15	S19	S14	0.627119	2.6339	0.00844108	0.0519663	20	12	2.75
S16	S17	S14	0.142857	0.47619	0.633939	0.0117647	19.5	8	6
S16	S18	S14	0.015873	0.0573926	0.954232	0.00147059	21	8	7.75
S16	S19	S14	0.0847458	0.292377	0.769998	0.00735294	23	8	6.75
S18	S17	S14	0.466667	3.04519e-314	nan	0.0103245	79	2.75	1
S19	S17	S14	0.272727	3.04519e-314	nan	0.00445104	82.75	1.75	1
S18	S19	S14	0.4	3.04519e-314	nan	0.00589971	128.875	1.75	0.75
S16	S17	S15	0.25	0.844656	0.398303	0.0174434	15.25	10	6
S16	S18	S15	0.142857	0.47619	0.633939	0.00981194	15.75	9	6.75
S16	S19	S15	0.384615	1.26868	0.204554	0.0218043	16	9	4
S18	S17	S15	0.28	3.04519e-314	nan	0.00770713	74	4	2.25
S17	S19	S15	0.2	3.04519e-314	nan	0.00443828	76.75	3	2
S18	S19	S15	0.578947	3.04519e-314	nan	0.0121112	122.875	3.75	1
S18	S17	S16	0.030303	3.04519e-314	nan	0.00131492	69	4.25	4
S17	S19	S16	0.407407	3.04519e-314	nan	0.0144832	71.5	4.75	2
S18	S19	S16	0.666667	3.04519e-314	nan	0.0157791	115.875	3.75	0.75
S18	S19	S17	0.223529	0.834409	0.404051	0.0335837	58.375	13	8.25
